id,sigma_xx,sigma_yy,sigma_zz,tau_xy,tau_yz,tau_zx,sigma_Y,temperature_c,strain_rate,batch_id,yielded
12890,-2.96145,43.5874,-69.7314,74.1737,-45.0335,53.1249,207.596,54.2933,0.00011038,14,0
12891,-0.671936,-16.9159,34.6457,-65.2983,-154.17,-62.0989,222.459,23.1242,0.000290531,24,1
12892,33.0163,222.039,-149.913,-30.5187,-3.012,-7.39951,226.502,58.0801,0.0941545,3,1
12893,-90.6532,172.911,-7.5258,-19.1971,6.78459,31.8254,199.643,104.617,0.00035031,2,1
12894,23.8672,71.5389,-82.2114,80.4297,293.528,-31.5636,204.725,68.6408,0.00238551,18,1
12895,120.552,-11.7538,-63.6943,-115.811,-139.264,93.5739,202.701,36.4469,0.00836804,13,1
12896,1.30697,86.879,-118.65,-124.123,97.5476,110.197,187.408,62.1887,0.000150162,9,1
12897,93.6977,-164.015,-19.594,42.2632,94.992,123.47,225.328,42.8238,0.0664623,19,1
12898,25.0713,15.4216,147.678,33.6596,17.4433,-25.9191,259.427,57.7302,0.00274219,0,0
12899,157.148,-40.6307,-177.139,-3.03315,17.311,-140.24,223.61,108.523,0.000464967,15,1
12900,-70.0637,159.177,-127.86,-9.03809,22.2031,-42.2309,206.296,49.1835,0.00427892,21,1
12901,29.5601,128.333,-56.7971,70.2257,68.0236,-57.445,240.584,95.0804,0.00102185,12,1
12902,36.0552,-77.9759,-214.301,120.85,153.293,-151.652,234.839,96.8158,0.00755632,23,1
12903,30.6049,-77.1743,-85.798,-139.891,170.838,-83.1315,225.452,119.778,0.0191105,11,1
12904,78.7352,-43.2276,46.109,81.526,52.2164,-22.7557,243.516,73.2512,0.00131837,6,1
12905,-103.721,47.984,178.899,-38.268,32.2743,102.732,210.142,24.5256,0.0984782,12,1
12906,-115.038,-122.038,31.315,-34.7006,10.2128,-0.112648,204.43,87.9256,0.00256378,3,1
12907,34.1987,-11.6925,-35.5398,-29.8691,-4.77678,15.0098,259.691,81.4134,0.000322514,8,0
12908,-9.22666,29.3174,-73.1933,-48.4276,-18.5479,76.3876,192.617,101.118,0.000681505,9,1
12909,-24.1233,50.167,21.4041,-105.022,57.3553,100.21,228.616,92.5481,0.000145655,20,0
12910,-32.5611,-165.688,-26.3587,-46.8714,91.555,-145.373,240.827,23.5666,0.0203294,2,1
12911,40.9067,-12.7989,-25.8497,23.8014,102.014,-55.6618,245.021,74.8598,0.0011259,21,0
12912,-92.6715,-42.2873,16.6847,200.275,92.9834,-136.8,237.873,99.4745,0.000505911,6,1
12913,122.195,21.6556,55.2761,125.841,-27.1568,127.025,243.199,36.4466,0.00367629,18,1
12914,-141.311,-33.8844,122.818,-24.1926,-18.3108,-123.346,225.546,45.1983,0.0014806,24,1
12915,51.6354,59.9184,-153.373,207.663,19.8601,-27.3474,204.554,25.5466,0.00373727,1,1
12916,44.4947,15.3253,-85.0246,63.3395,59.9344,127.734,243.758,110.832,0.000677298,16,1
12917,-76.3195,-5.76913,8.83722,45.3296,-54.9561,-91.2027,223.861,61.2523,0.00277583,23,1
12918,30.5891,-23.1348,22.3519,44.3271,43.3828,-25.8756,202.613,22.1143,0.000110478,12,0
12919,-79.7157,38.8223,158.471,93.943,-72.8495,131.013,245.228,105.404,0.000464835,2,1
12920,16.4666,-11.4219,-18.0228,67.1738,65.7179,-68.9706,187.031,113.087,0.00355476,4,1
12921,-106.622,-13.4943,-56.0971,62.9799,-35.7362,-58.1563,221.845,110.523,0.00282402,8,0
12922,0.0130397,-45.7586,86.912,-140.831,118.402,-45.29,194.648,62.5539,0.00584568,24,1
12923,2.45373,-13.5572,-45.0614,-49.9311,140.461,-50.1571,182.982,114.93,0.0167515,2,1
12924,-143.947,12.9049,-49.3774,-51.7721,-2.38937,-58.6773,172.866,39.8615,0.0739549,14,1
12925,55.3309,69.9723,60.3727,-252.027,59.7025,76.0693,211.454,54.6726,0.0225491,17,1
12926,15.1912,90.9652,30.4857,113.947,-1.73047,-143.559,259.054,104.859,0.000539222,7,1
12927,-79.5248,-77.1351,32.4074,-75.5325,83.2706,226.54,198.711,40.7832,0.052252,11,1
12928,57.473,-69.4382,68.1665,-13.545,133.13,-47.0865,218.518,97.3406,0.0649654,5,1
12929,107.763,26.3282,75.1309,-190.123,25.7516,58.4714,204.772,80.3972,0.0761547,9,1
12930,107.568,-20.7168,-77.4243,65.296,49.6503,-82.955,223.784,117.649,0.0166303,5,1
12931,119.225,-60.8172,-25.4601,-32.608,-32.7543,162.17,247.478,96.2147,0.0118247,5,1
12932,-65.6549,-33.1662,-49.3881,-67.4383,40.2415,54.0713,189.33,64.8193,0.0340018,5,0
12933,114.234,0.763676,4.07307,-53.6404,-78.4424,-97.5429,237.658,102.561,0.0228822,10,1
12934,71.697,78.5719,8.07075,14.2254,-18.4159,-155.151,233.798,116.8,0.000773741,9,1
12935,38.6786,60.7423,80.9401,124.861,28.7483,4.85752,227.816,114.704,0.0582844,7,1
12936,-88.4268,183.635,-56.5567,-118.555,-12.2208,-16.19,208.896,33.2555,0.000265277,22,1
12937,-65.4102,-130.005,-14.8174,11.8348,165.049,165.523,192.573,57.9484,0.000178728,9,1
12938,41.1742,-49.5124,-22.6503,-123.874,20.8099,12.8662,255.156,95.6011,0.00354406,8,0
12939,20.4362,48.0029,-89.8471,0.435354,126.854,114.765,224.477,101.232,0.00188793,19,1
12940,14.0021,-55.7591,147.118,-87.4215,-136.681,86.4446,244.663,117.449,0.0457268,8,1
12941,198.154,-39.5066,-27.3691,7.37396,16.5481,-68.1407,244.27,38.7539,0.00104083,12,0
12942,-126.549,5.3354,125.545,-93.3848,-135.629,-12.2266,214.924,91.522,0.000727933,0,1
12943,-92.6317,-72.2978,52.2363,-9.15402,118.826,-93.7536,229.381,22.9295,0.00013736,18,1
12944,18.8128,-20.7905,-21.1953,-33.7117,295.415,-28.3095,250.561,25.7612,0.0736706,22,1
12945,-138.156,78.0945,-87.654,61.8962,-19.3903,-120.8,211.152,32.7683,0.000337743,12,1
12946,31.1221,60.5207,88.0531,-47.705,-80.47,74.1208,217.95,78.4426,0.000133438,23,1
12947,-105.258,-0.466207,31.1784,42.9339,61.1445,-0.321833,230.449,29.441,0.00289103,10,0
12948,-105.443,106.841,146.644,89.1915,-54.5189,237.365,232.74,39.5542,0.0030079,14,1
12949,103.951,123.226,-63.7594,220.109,-3.39259,68.5263,204.43,30.7849,0.00142929,22,1
12950,34.2145,62.5819,-71.1373,-102.067,-64.7101,68.2077,224.358,109.084,0.00318242,23,1
12951,-55.8942,72.7579,-151.702,73.5989,-64.7426,-10.5714,238.898,72.2116,0.0498345,20,1
12952,-99.9585,-9.98445,-49.0291,-25.4055,-34.0026,-50.5282,231.278,34.1798,0.0120887,20,0
12953,-59.4299,-24.2733,80.3825,28.1953,-45.0504,28.1247,185.656,42.3722,0.000499784,8,0
12954,40.658,33.0984,-100.861,23.1513,50.599,7.53926,210.881,58.6714,0.00719561,16,0
12955,-123.77,14.3619,34.8928,38.6462,-44.0484,150.705,173.243,34.0822,0.000104695,20,1
12956,-21.1768,-42.7721,18.3681,151.186,29.9938,10.1494,201.575,45.4971,0.0312076,7,0
12957,-25.1813,247.356,-181.456,-106.844,-23.3268,184.977,248.454,91.5644,0.000412458,10,1
12958,-50.6135,63.1409,61.0549,58.5104,12.4517,56.3349,201.237,64.1369,0.000270956,13,0
12959,-73.0829,107.184,84.8196,50.0919,-146.917,85.3692,184.686,64.278,0.000762214,2,1
12960,34.1065,-0.162454,-77.3307,73.2866,275.573,64.3522,188.127,24.5458,0.0959541,4,1
12961,42.1713,-2.73322,-82.6803,-121.946,73.1319,-30.0614,197.406,46.8347,0.000145909,8,1
12962,-120.921,-65.2199,-81.4602,-59.0049,78.8788,97.1527,251.854,98.8625,0.000486225,2,0
12963,115.353,-101.084,-19.3308,-1.49481,83.5847,-77.2032,204.68,48.0796,0.000364491,6,1
12964,-71.1263,16.7959,-78.5471,98.3132,-132.772,40.2987,254.854,34.0714,0.000241046,21,1
12965,131.937,-49.3507,79.4325,-54.8169,95.1503,-9.80965,218.33,72.6677,0.000421444,18,1
12966,-83.9346,-9.92187,-13.0838,139.691,-52.0659,-17.3433,194.156,34.8056,0.0238343,17,1
12967,83.1762,-99.9736,-125.975,112.685,0.656064,121.769,240.136,48.3767,0.0689293,4,1
12968,77.1826,0.0104023,-35.7077,-225.346,-61.4849,48.017,225.419,92.6626,0.00832076,2,1
12969,-82.793,123.891,-74.2801,-17.9856,118.333,-37.2744,224.817,86.8947,0.00690478,3,1
12970,-56.862,132.504,182.184,-84.3255,-90.0245,-24.1473,197.413,41.809,0.000108415,1,1
12971,-78.2903,11.1519,-175.471,-90.4138,-177.21,-33.418,262.403,105.368,0.000495106,6,1
12972,-16.8573,-59.5557,32.348,120.432,-76.0201,179.517,226.497,78.0228,0.0192867,13,1
12973,-10.0776,-51.5631,-87.4432,60.0359,-84.2023,106.436,299.648,34.8944,0.001727,13,0
12974,-80.9929,98.2947,-2.15448,-32.5592,21.1576,22.7145,190.38,72.5377,0.0329662,9,0
12975,-53.0748,-89.7201,151.002,-6.86284,3.33356,112.872,191.728,62.1942,0.00130198,23,1
12976,95.6662,66.9182,105.485,4.49899,35.0044,190.657,222.52,98.141,0.000304091,2,1
12977,216.791,136.365,33.7252,58.4188,83.4716,-151.184,184.073,51.0028,0.0256607,1,1
12978,-39.3225,-130.994,-167.604,5.01772,141.174,-71.4669,202.804,30.4716,0.0603648,1,1
12979,-60.5731,28.2713,-103.918,80.647,-5.57854,82.3351,198.522,30.9186,0.000650748,13,1
12980,-123.915,-71.6319,-93.7659,-4.94579,236.381,20.3164,221.359,57.742,0.00233081,15,1
12981,66.9288,-17.4658,126.214,12.0249,-27.1703,-135.171,235.452,74.536,0.000423671,6,1
12982,49.6883,-110.023,108.093,19.2514,-129.561,-31.0379,215.339,91.2973,0.000258852,8,1
12983,57.1281,42.2146,13.8631,-46.5866,43.8979,-161.869,262.962,45.2203,0.000127344,2,1
12984,-13.5921,135.778,-216.869,109.072,108.374,45.2917,189.876,102.247,0.000336933,24,1
12985,-64.8457,67.6319,51.304,16.4776,66.0642,-154.587,233.476,39.3248,0.061411,11,1
12986,102.299,12.8278,-89.9355,-31.1024,-19.0115,-162.167,232.614,108.538,0.0012811,1,1
12987,-81.574,47.4854,-161.034,15.7565,-17.6861,58.657,257.141,117.653,0.016566,8,0
12988,21.5493,-149.122,-167.958,32.9938,-90.4234,69.4451,210.508,92.7972,0.0803034,22,1
12989,-93.3772,93.613,-116.989,125.458,15.54,141.329,213.266,94.3721,0.00312036,24,1
12990,3.18714,108.137,-87.7096,-18.8112,22.9201,109.369,247.364,58.668,0.000222372,17,1
12991,98.3347,62.6809,-73.2347,158.83,-26.9001,-23.3298,205.701,51.091,0.00214366,22,1
12992,9.48119,72.137,42.686,24.3394,-13.2762,-74.2624,199.912,85.9251,0.00011269,12,0
12993,88.3385,6.61301,158.83,254.943,67.7598,92.665,193.904,76.9894,0.000804421,0,1
12994,141.063,-1.95529,-124.019,97.0952,150.26,-60.1933,188.717,65.9082,0.00110301,3,1
12995,41.4608,137.751,-17.1005,28.7369,-3.33543,-57.6949,216.833,28.6825,0.00478271,22,0
12996,-99.7848,12.1889,-105.269,-52.2419,-80.6359,-142.562,197.501,93.3058,0.00232783,13,1
12997,-12.6954,2.61615,-108.475,91.5644,95.6942,120.449,194.758,72.4752,0.00291905,9,1
12998,-69.9471,-82.8361,71.5219,-80.7545,-72.0584,68.3466,224.897,91.7468,0.000703912,15,1
12999,6.40777,-117.896,-96.4666,137.37,-8.86811,-65.5165,233.577,42.3138,0.00400091,4,1
13000,80.0258,-50.4741,-165.61,-125.293,-77.8072,-64.0133,249.196,21.0314,0.00653473,22,1
13001,-14.906,104.309,101.964,-34.7435,105.03,20.7374,250.574,93.2768,0.00218979,24,0
13002,41.8114,-6.30921,13.7253,1.59492,65.6079,44.6181,215.398,62.1765,0.0675836,6,0
13003,151.249,-53.4339,154.471,-31.4873,71.5919,-153.459,259.146,59.5619,0.00985139,7,1
13004,73.9568,4.86229,-65.3665,6.77778,23.4434,69.6811,203.505,118.451,0.0439884,0,1
13005,123.894,-152.254,15.6147,20.6681,68.445,16.4199,218.749,41.8796,0.0229769,3,1
13006,-18.3092,8.18254,104.366,-31.902,-13.1934,-28.8511,181.371,48.9046,0.00238125,12,0
13007,127.936,-95.7223,84.7426,218.933,43.5834,-56.2527,225.269,119.008,0.000521385,14,1
13008,61.3949,-33.7779,-103.477,-106.39,103.512,-118.85,222.71,43.2898,0.000306804,7,1
13009,-70.4101,101.722,-2.74518,21.1281,26.1209,-115.326,242.597,47.9454,0.0251743,14,1
13010,22.3381,40.3565,0.515465,14.339,-94.1586,-31.099,208.057,38.8699,0.000592023,15,0
13011,-26.0227,-0.452142,-9.6271,-105.998,-60.401,-186.586,276.435,95.1255,0.000995045,15,1
13012,6.94626,147.896,20.5554,-190.871,6.62137,-31.9121,238.497,93.1499,0.00768608,16,1
13013,34.4273,-53.1157,92.4839,82.9558,-30.6042,-19.1539,212.839,26.6646,0.0449123,10,0
13014,7.97565,5.80713,47.9697,64.7923,0.104394,48.3308,166.154,39.6355,0.00952428,17,0
13015,231.633,-70.5755,47.4586,50.8343,14.8678,28.2912,202.604,74.2357,0.0023148,7,1
13016,-124.379,67.1555,-39.2466,-44.4619,62.7309,220.723,222.775,32.4302,0.00234988,3,1
13017,-134.935,25.6821,132.318,-9.64534,-78.7803,-58.8478,263.754,20.4119,0.00194307,0,1
13018,-74.3006,78.9531,-86.4198,177.481,40.8859,-67.8009,197.464,114.794,0.000106057,21,1
13019,95.2398,172.575,-7.00101,104.583,-54.5825,-4.04171,218.098,92.3491,0.00148883,7,1
13020,86.7242,-114.921,-136.83,-177.862,48.767,-157.108,275.652,103.301,0.0281315,16,1
13021,225.64,194.263,-89.3189,47.7983,-129.789,-10.2679,202.084,50.9,0.000510434,20,1
13022,135.856,2.70148,-14.5153,103.305,20.8112,30.6829,213.45,105.206,0.000802059,1,1
13023,-33.513,-10.1846,22.3216,11.9172,44.67,82.865,236.34,43.3633,0.000243668,19,1
13024,127.683,82.2334,24.1018,-59.8556,-157.301,32.9804,205.167,38.5259,0.00780572,10,1
13025,-81.0884,47.0847,-142.223,71.1131,247.689,112.411,196.766,81.1972,0.00328108,7,1
13026,-22.2324,30.8071,46.5746,-88.9314,-174.72,67.1437,226.747,65.0105,0.000196839,15,1
13027,-83.3515,79.1496,-208.367,-22.54,53.5283,10.4406,236.946,86.0898,0.00333175,4,1
13028,44.6038,70.6568,-30.928,57.844,44.8027,201.946,193.915,110.396,0.000121192,10,1
13029,226.596,-115.516,-33.4566,-7.17709,96.6536,7.56504,236.23,29.319,0.0222183,20,1
13030,-283.602,-14.6976,106.257,21.3158,-8.3497,-29.779,204.588,37.0116,0.0113694,14,1
13031,-152.375,-74.252,-41.4669,95.7175,11.0196,7.10983,214.624,47.5501,0.00686202,14,0
13032,63.6301,-11.1954,-63.5157,-27.2623,30.1872,48.5129,270.067,29.5614,0.00373699,16,0
13033,-36.0536,27.6377,9.18218,-66.4581,139.358,49.8877,204.778,112.89,0.00383124,0,1
13034,107.06,161.641,83.2879,93.3091,-63.5433,71.8355,213.592,56.7076,0.000554638,20,0
13035,0.128916,-41.0423,140.11,77.8549,-13.6438,43.733,231.511,90.1103,0.0158497,15,0
13036,-162.191,8.95634,-48.1816,77.9326,-155.047,-29.2122,236.552,104.723,0.0330709,18,1
13037,39.4138,-18.9906,42.5845,13.2283,203.311,49.4596,251.073,79.9218,0.000478171,1,1
13038,-11.9007,-35.1496,-41.2702,-85.1913,28.0276,-8.28343,219.469,20.2899,0.00303016,22,0
13039,92.912,-171.354,-56.2216,51.3005,-17.4326,18.8622,221.432,71.3236,0.00201063,9,1
13040,9.19689,-31.4413,-93.1078,-57.5191,-63.011,20.0182,182.218,90.7384,0.00463836,13,1
13041,-42.0957,71.272,-78.6972,34.4436,181.892,-56.1782,216.933,99.5772,0.00433381,1,1
13042,68.2345,-6.05815,-16.9602,-11.4209,10.1903,-132.548,230.229,86.5991,0.00120427,21,1
13043,-130.81,90.7283,-128.221,184.347,82.1509,-94.1172,223.78,80.7517,0.000965367,19,1
13044,194.679,85.7344,172.116,46.6756,145.216,176.143,222.709,79.5602,0.000264028,23,1
13045,83.5881,177.242,37.1136,-86.1863,96.2716,-72.0998,316.304,63.0276,0.000596051,9,0
13046,7.02445,-81.6308,-20.6001,127.525,-89.2036,38.3483,225.863,64.4026,0.0175917,0,1
13047,-18.2928,15.1726,34.6425,74.7218,35.7936,-78.2727,224.501,112.706,0.0011216,13,0
13048,-158.235,-119.572,-213.406,15.1936,115.548,-4.70624,217.799,26.3871,0.0146344,10,1
13049,103.071,124.756,139.789,84.9562,-54.3603,124.081,249.376,45.8935,0.000260354,2,1
13050,-46.1754,48.9997,-19.01,-133.849,63.3402,-107.941,216.078,22.2589,0.0280635,4,1
13051,143.033,2.35281,-66.85,-123.913,35.098,-91.5707,182.948,72.8674,0.000555376,14,1
13052,-78.1363,46.9275,140.227,46.3022,24.4721,-2.75994,195.985,86.6876,0.000167325,17,1
13053,66.0339,-62.2136,-35.928,-6.51896,11.4296,-85.6542,238.304,37.9328,0.0061537,3,0
13054,72.3306,-75.3466,-68.2936,214.678,57.1427,-72.2617,212.899,49.0591,0.0192739,13,1
13055,-6.81503,-47.8648,200.799,-24.1815,-46.2953,-137.449,249.902,75.0508,0.00244379,10,1
13056,10.9427,-42.2231,11.1681,19.5612,-75.7236,69.9621,233.296,69.2036,0.0540609,24,0
13057,-76.0083,8.95402,1.06784,-23.8872,-45.0312,128.51,185.055,65.0895,0.00431927,0,1
13058,-93.9925,45.3756,-78.5182,109.942,-67.539,107.831,225.199,88.0663,0.00100945,24,1
13059,198.012,5.99505,-37.6412,-142.614,255.272,19.1697,227.279,53.2588,0.0054288,12,1
13060,-187.813,73.003,-25.1137,-142.972,-110.027,134.473,159.848,77.5514,0.000114666,21,1
13061,-48.5965,-123.387,31.2226,-5.54765,31.6341,29.0619,219.252,29.0676,0.0434598,24,0
13062,100.322,-9.60223,65.9837,47.7754,140.407,-176.047,187.253,27.2217,0.0490343,3,1
13063,79.6477,107.503,41.4961,-132.966,-166.382,133.528,275.435,57.2036,0.00231291,13,1
13064,-188.576,-35.0864,147.91,15.0282,-5.33981,-35.928,230.839,61.2976,0.0113722,3,1
13065,-4.49597,35.4614,29.4155,86.8152,100.568,-91.441,220.509,45.6268,0.00172964,10,1
13066,276.809,27.6722,-49.8797,-7.14827,-36.2239,-197.487,191.958,83.2467,0.000815258,15,1
13067,79.3878,-34.8369,4.67577,-38.7186,46.7208,-33.5023,265.581,74.75,0.0480137,14,0
13068,-18.8674,-151.66,-4.45741,77.8914,-103.842,-88.6925,236.042,89.6312,0.000489023,17,1
13069,-42.7021,-99.8754,-69.2592,140.732,0.240739,-75.0687,193.178,80.8978,0.0065458,0,1
13070,-17.8841,-12.0746,-87.0832,12.4743,93.4023,-122.154,219.137,104.316,0.0399864,1,1
13071,23.2294,51.7587,42.6263,90.1711,-180.249,115.394,241.326,116.019,0.000651304,22,1
13072,-115.81,-80.0432,56.3773,-101.314,-48.6755,22.9368,242.607,61.0788,0.00755999,0,1
13073,-53.2642,-25.0206,30.9387,-23.6604,-57.924,139.182,220.407,104.701,0.0168949,19,1
13074,20.2237,-27.4649,46.9662,99.9368,-93.7987,38.1651,208.943,80.2028,0.0161512,23,1
13075,36.7775,-156.324,-101.725,162.402,86.4786,-2.41053,219.006,100.156,0.000579833,24,1
13076,42.6581,-8.302,-104.238,-110.555,56.5037,55.0424,217.245,26.1827,0.0231256,11,1
13077,85.9954,-119.427,-59.8953,-50.8897,89.9425,65.7237,204.265,66.7853,0.00115527,22,1
13078,35.6265,-91.0843,30.9986,-36.4993,46.0706,26.2877,208.223,113.807,0.000166157,19,0
13079,-189.144,41.6047,100.313,-133.999,79.9947,-42.8026,209.548,70.0839,0.00996564,15,1
13080,-124.031,-156.964,-47.1954,95.4234,13.9085,-3.44328,208.47,110.933,0.000728482,15,0
13081,-95.6784,47.6516,96.4316,-136.936,-15.413,76.7602,200.149,95.871,0.0539856,4,1
13082,26.4004,-156.259,-183.333,-121.402,-46.6698,-105.371,230.158,98.0648,0.00618156,11,1
13083,70.3728,-0.841243,138.525,-72.4974,-81.5938,35.3971,231.131,31.3331,0.000326636,13,0
13084,45.322,16.0813,148.505,-29.6304,67.7822,-18.7529,261.622,66.1337,0.000404994,11,0
13085,18.6857,-52.6826,-6.87928,58.7937,-14.5141,-0.752968,202.45,84.8739,0.013025,8,0
13086,24.0466,108.388,96.6475,110.376,-59.6045,21.5483,236.925,27.5464,0.0349187,13,1
13087,81.3288,9.12567,-32.2402,-103.593,-60.5359,103.573,231.722,27.1405,0.00543684,23,1
13088,83.2469,109.908,-49.8507,-0.200719,83.6996,-124.953,216.399,72.8669,0.000373978,24,1
13089,16.919,-36.277,11.1755,98.2943,-50.8374,75.2901,246.057,78.2629,0.0915666,21,1
13090,10.4437,62.0748,-95.3858,174.231,107.863,-91.0799,166.768,47.8332,0.000841363,2,1
13091,-8.94959,4.99355,38.403,111.318,56.9697,69.1477,215.486,45.7033,0.00247657,23,1
13092,0.279009,-185.394,-30.8563,34.3934,51.2145,-182.665,201.18,96.2979,0.00158966,18,1
13093,117.735,-13.2728,36.1182,127.006,70.1797,83.1907,245.048,68.5567,0.00141341,24,1
13094,-26.2933,74.228,44.5165,10.7907,139.065,-102.683,205.186,107.819,0.000309771,4,1
13095,45.1094,-220.683,-111.364,246.207,-12.2166,16.8162,223.437,90.4854,0.00313034,23,1
13096,134.009,3.5173,88.3354,174.678,8.5465,61.2321,183.819,91.5139,0.0319795,14,1
13097,86.5209,35.6267,10.6811,-62.8038,57.7561,33.4222,230.471,100.194,0.000232685,7,0
13098,12.0326,8.76175,-37.8541,-116.9,110.24,64.8514,213.871,30.6249,0.000389016,7,1
13099,-142.603,-119.22,56.3691,-28.3893,-52.9004,113.81,216.657,111.418,0.0024703,5,1
13100,51.9882,-62.3748,-9.9847,27.5081,-165.245,103.491,215.263,115.845,0.0402932,5,1
13101,-60.4719,38.6256,-97.8361,-179.231,-113.567,41.7871,211.629,117.489,0.0615247,16,1
13102,-10.692,82.119,-88.053,-64.0022,-82.6275,-101.018,184.528,82.3176,0.00505695,13,1
13103,78.3716,-81.3722,-98.6291,18.5232,44.6981,64.1864,177.236,50.2657,0.00351763,0,1
13104,46.9735,-37.0642,30.9238,-29.922,-149.474,-41.9343,212.945,59.2271,0.00100573,8,1
13105,43.9677,-117.431,-22.9477,13.1831,67.0274,143.384,197.982,42.6007,0.0756867,9,1
13106,-34.6777,13.4091,102.786,-18.1077,-59.4417,125.553,223.144,41.5232,0.0630279,1,1
13107,38.868,157.901,-60.5819,16.4521,-126.964,108.632,194.863,108.555,0.0180268,4,1
13108,-91.0399,-31.9936,-141.056,-30.002,-42.8113,-6.86669,195.417,74.8328,0.000880096,5,0
13109,142.881,88.0139,-61.2322,-100.418,-50.3488,44.7557,217.016,85.3191,0.00614498,4,1
13110,132.035,-163.304,-31.4463,54.3375,48.8514,141.992,221.086,67.7543,0.00337268,19,1
13111,-11.8664,2.04972,-58.6445,68.9125,-159.509,-80.7411,200.357,70.0211,0.03732,2,1
13112,-33.1682,8.01991,55.2239,-1.28388,116.31,5.47738,190.046,65.318,0.00260819,21,1
13113,-190.071,-105.972,191.801,28.3456,54.6828,70.0517,258.269,116.269,0.00870208,6,1
13114,58.5786,48.7988,47.5552,61.8425,-165.295,42.3007,215.575,29.5188,0.000183677,3,1
13115,-53.1283,-96.5992,58.0022,-46.803,113.591,-38.3425,190.543,55.8365,0.000985863,5,1
13116,67.4125,73.9528,8.18972,57.5007,50.8905,106.636,177.511,35.5117,0.019518,5,1
13117,19.9637,-7.92969,123.208,-93.7233,-90.8598,-158.436,260.264,83.4854,0.00780295,1,1
13118,16.4304,-48.438,-152.013,-85.2777,-0.182507,37.7046,241.355,55.3927,0.000166862,5,1
13119,9.1046,73.9635,-108.326,81.6441,-38.9695,-131.518,234.761,82.0007,0.000372678,2,1
13120,-83.1283,251.016,-93.223,52.671,3.21286,168.405,238.755,37.8469,0.0024884,20,1
13121,44.1424,132.115,-119.085,-13.2556,150.629,249.295,206.319,66.4005,0.0138402,15,1
13122,165.729,138.569,79.7505,21.2393,-81.0914,-48.2079,230.776,72.5799,0.000398246,24,0
13123,125.544,-140.58,42.6943,72.587,30.9646,80.8713,216.124,89.3924,0.000342001,11,1
13124,-106.578,-198.525,-204.054,24.1885,24.1782,32.7661,205.239,53.3535,0.000417148,0,0
13125,95.1826,73.1939,20.9378,60.944,-48.4345,-66.199,220.568,20.5308,0.0325681,12,1
13126,-84.1068,-206.087,38.2756,-0.769523,67.4012,-19.6714,193.533,61.9849,0.0183516,1,0
13127,200.768,-0.833911,203.86,30.8186,-13.1193,-53.8426,248.223,62.4911,0.000485852,10,0
13128,-159.432,28.2315,-14.764,62.0841,-26.29,132.478,220.718,73.8828,0.00538211,0,1
13129,85.5481,-149.291,-159.104,-51.6637,-142.79,40.8332,205.542,49.8908,0.0102993,8,1
13130,-96.4137,-18.954,98.8257,17.2799,126.506,-69.9206,232.881,108.735,0.0798122,8,1
13131,31.9565,-58.4749,-43.6795,-62.3664,-31.9013,1.63331,222.964,43.622,0.0034267,23,0
13132,1.64113,182.104,122.223,104.441,-22.4172,91.7281,236.618,90.2969,0.0817051,8,1
13133,152.207,130.114,64.5379,-58.9265,-97.3907,-190.827,230.687,105.868,0.00704082,23,1
13134,-47.0143,-7.19395,11.1839,-201.103,46.1263,-193.052,210.92,43.8819,0.0278463,24,1
13135,-9.45344,136.354,-121.196,-41.2954,92.2497,40.686,248.197,39.6844,0.00413847,20,1
13136,55.0211,135.147,75.8556,5.65885,-135.55,-28.5679,216.718,42.1359,0.00765173,23,1
13137,-12.9546,44.8023,-54.2404,-13.4763,138.082,86.2331,209.286,75.301,0.0455686,18,1
13138,-24.748,37.7107,2.14662,10.4006,35.939,59.9956,217.839,65.8716,0.000181402,3,0
13139,38.1199,-126.854,144.118,-111.785,-34.348,39.5052,167.211,113.235,0.0161264,18,1
13140,-13.0612,32.6958,21.4653,-39.7936,-47.7434,-39.1678,239.204,57.1262,0.00157334,1,0
13141,-27.4096,74.7391,-86.8954,100.773,-103.538,-70.6764,223.878,85.4755,0.00972783,8,1
13142,-76.9521,69.0219,108.057,33.7578,23.2426,-69.5941,253.159,72.0328,0.00200687,10,0
13143,87.3036,-156.614,22.7028,-72.3613,-10.4565,5.8646,242.665,45.3931,0.0424933,16,0
13144,50.1492,-111.935,-12.3325,-139.041,-57.5373,-115.481,197.168,28.5028,0.000630859,6,1
13145,149.3,-15.4664,-69.5523,83.0279,7.76416,-51.483,232.11,111.377,0.0973001,13,1
13146,-25.7164,-15.1926,-140.553,18.8953,-177.033,52.1823,171.778,107.812,0.0600799,7,1
13147,-91.0671,-46.1061,9.42386,-27.8841,-37.4944,-116.428,216.222,114.941,0.00387691,15,1
13148,43.7011,-4.39032,-5.32285,-173.81,103.191,-232.828,215.062,112.163,0.000936869,21,1
13149,53.9407,172.721,46.197,-5.10554,-9.98002,-56.9878,200.035,97.0933,0.0291972,13,0
13150,101.284,150.697,15.441,-1.86525,-59.1275,181.07,243.513,23.7426,0.00892378,15,1
13151,-61.9258,-46.8626,33.7735,-165.076,-49.3432,22.8371,266.15,92.0918,0.000646661,13,1
13152,-27.4389,124.369,170.341,83.0274,-35.9805,72.1284,249.293,67.0152,0.000155554,9,1
13153,84.3863,-132.11,-156.248,-50.3129,127.202,-86.7093,214.959,70.2523,0.000229054,21,1
